object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
123,0,124,0,Label 1,1.0,0.0,197.0,8894.0,7949.0,8907.0,7970.0,8900.665,7959.746
124,0,125,0,Label 1,1.0,0.0,272.0,9343.0,7971.0,9364.0,7988.0,9353.1875,7979.305
125,0,126,0,Label 1,1.0,0.0,267.0,12867.0,7994.0,12882.0,8019.0,12873.596,8005.494
126,0,127,0,Label 1,1.0,0.0,180.0,9518.0,8001.0,9533.0,8020.0,9525.345,8011.2446
127,0,128,0,Label 1,1.0,0.0,119.0,8562.0,8004.0,8573.0,8020.0,8566.681,8011.9497
128,0,129,0,Label 1,1.0,0.0,72.0,10941.0,8013.0,10950.0,8025.0,10945.444,8018.1113
129,0,130,0,Label 1,1.0,0.0,216.0,9493.0,8132.0,9510.0,8149.0,9501.0,8139.3887
130,0,131,0,Label 1,1.0,0.0,245.0,17208.0,8132.0,17225.0,8153.0,17216.037,8141.984
131,0,132,0,Label 1,1.0,0.0,282.0,13173.0,8272.0,13188.0,8294.0,13179.933,8283.28
132,0,133,0,Label 1,1.0,0.0,171.0,9184.0,8334.0,9198.0,8351.0,9190.941,8341.977
133,0,134,0,Label 1,1.0,0.0,199.0,16996.0,8367.0,17015.0,8383.0,17004.523,8374.724
134,0,135,0,Label 1,1.0,0.0,110.0,16341.0,8445.0,16354.0,8457.0,16347.519,8450.4
135,0,136,0,Label 1,1.0,0.0,366.0,14331.0,8587.0,14352.0,8609.0,14341.333,8597.273
136,0,137,0,Label 1,1.0,0.0,298.0,14324.0,8615.0,14339.0,8639.0,14331.218,8626.701
137,0,138,0,Label 1,1.0,0.0,263.0,16791.0,8629.0,16813.0,8646.0,16801.775,8637.175
138,0,139,0,Label 1,1.0,0.0,198.0,9470.0,8632.0,9487.0,8647.0,9477.818,8639.04
139,0,140,0,Label 1,1.0,0.0,46.0,12319.0,8642.0,12328.0,8648.0,12322.979,8644.413
140,0,141,0,Label 1,1.0,0.0,120.0,9423.0,8716.0,9437.0,8729.0,9429.45,8722.108
141,0,142,0,Label 1,1.0,0.0,247.0,13566.0,8786.0,13579.0,8809.0,13572.381,8796.668
142,0,143,0,Label 1,1.0,0.0,119.0,13261.0,8812.0,13275.0,8827.0,13266.967,8818.647
143,0,144,0,Label 1,1.0,0.0,343.0,8632.0,8919.0,8657.0,8937.0,8643.711,8927.059
144,0,145,0,Label 1,1.0,0.0,207.0,14593.0,9029.0,14607.0,9048.0,14599.159,9037.995
145,0,146,0,Label 1,1.0,0.0,170.0,16442.0,9029.0,16457.0,9044.0,16449.064,9035.924
146,0,147,0,Label 1,1.0,0.0,198.0,9124.0,9102.0,9140.0,9117.0,9131.277,9109.223
147,0,148,0,Label 1,1.0,0.0,235.0,11882.0,9104.0,11902.0,9121.0,11892.553,9111.766
148,0,149,0,Label 1,1.0,0.0,222.0,13263.0,9323.0,13282.0,9338.0,13271.509,9329.559
149,0,150,0,Label 1,1.0,0.0,182.0,13400.0,9337.0,13416.0,9352.0,13407.582,9344.132
150,0,151,0,Label 1,1.0,0.0,75.0,12254.0,9553.0,12265.0,9563.0,12258.894,9557.667
151,0,152,0,Label 1,1.0,0.0,272.0,12550.0,9566.0,12567.0,9587.0,12557.853,9575.246
